Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
mac-pro-memory-for-model-1st-generation-4gbx2,Mac Pro Memory for Models 1.1 and 2.1 (4GBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of 4GB PC2-5300, DDR2-667, 667Mhz, Dual Rank, Latency 5-5-5, ECC, Fully-Buffered, 512x72, 1.8V, 240pin FB-DIMMs.</p>
<p>Contains two (2) 4GB matched FB-DIMM memory modules that are specifically designed and SPD configured for the Mac Pro Model 1st Generation.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>Watch our installation video:<br> <iframe src=""//www.youtube.com/embed/SkMgaUecLys"" height=""225"" width=""400""></iframe> <br> or<a href=""http://manuals.info.apple.com/en_US/MacPro_MemoryDIMM_DIY.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-3B, rebate, zdataspeed-DDR2-667MHz, zdimmconfig-4GBx2, zkitsize-8GB",true,Title,Default,,,,,MP4Dx2,209,,-98,continue,manual,79.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/macpro667x5.jpeg?v=1456248838,,false,688168676642,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,Mac Pro,Sub $100,,,,,lb,
mac-pro-memory-for-model-1st-generation-2gbx4,Mac Pro Memory for Models 1.1 and 2.1 (2GBx4),"<p>Mac memory upgrade for Apple's Mac Pro Models 1,1 and 2,1.  Contains four (4) 2GB matched FB-DIMM memory modules that are specifically designed and SPD configured for the Mac Pro Model 1st Generation.</p>
<p><b>Specifications: </b>Matched Quad of 2GB PC2-5300, DDR2-667, 667Mhz, Dual Rank, Latency 5-5-5, ECC, Fully-Buffered, 256x72, 1.8V, 240pin FB-DIMMs.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>Watch our installation video:<br> <iframe src=""//www.youtube.com/embed/SkMgaUecLys"" height=""225"" width=""400""></iframe> <br> or<a href=""http://manuals.info.apple.com/en_US/MacPro_MemoryDIMM_DIY.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-3, rebate, zdataspeed-DDR2-667MHz, zdimmconfig-2GBx4, zkitsize-8GB",true,Title,Default,,,,,MP2Dx4,413,,-30,continue,manual,79.97,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/macpro667x6715302.jpg?v=1456248825,,false,688168676611,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,Mac Pro,Sub $100,,,,,lb,
mac-pro-memory-for-model-1st-generation-2gbx2,Mac Pro Memory for Models 1.1 and 2.1 (2GBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of 2GB PC2-5300, DDR2-667, 667Mhz, Dual Rank, Latency 5-5-5, ECC, Fully-Buffered, 256x72, 1.8V, 240pin FB-DIMMs.</p>
<p>Contains two (2) 2GB matched FB-DIMM memory modules that are specifically designed and SPD configured for the Mac Pro Model 1st Generation.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>Watch our installation video:<br> <iframe src=""//www.youtube.com/embed/SkMgaUecLys"" height=""225"" width=""400""></iframe> <br> or<a href=""http://manuals.info.apple.com/en_US/MacPro_MemoryDIMM_DIY.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-3, rebate, zdataspeed-DDR2-667MHz, zdimmconfig-2GBx2, zkitsize-4GB",true,Title,Default,,,,,MP2Dx2,204,,-54,continue,manual,39.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/macpro667x3.jpeg?v=1456248822,,false,688168676604,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,mac pro,,,,,,lb,
mac-pro-memory-for-model-1st-generation-1gbx2,Mac Pro Memory for Models 1.1 and 2.1 (1GBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of 1GB PC2-5300, DDR2-667, 667Mhz, Dual Rank, Latency 5-5-5, ECC, Fully-Buffered, 128x72, 1.8V, 240pin FB-DIMMs.</p>
<p>Contains two (2) 1GB matched FB-DIMM memory modules that are specifically designed and SPD configured for the Mac Pro Model 1st Generation.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>Watch our installation video:<br> <iframe src=""//www.youtube.com/embed/SkMgaUecLys"" height=""225"" width=""400""></iframe> <br> or<a href=""http://manuals.info.apple.com/en_US/MacPro_MemoryDIMM_DIY.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-2, rebate, zdataspeed-DDR2-667MHz, zdimmconfig-1GBx2, zkitsize-2GB",true,Title,Default,,,,,MP1Dx2,206,,-11,continue,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/macpro667x2.jpeg?v=1456248811,,false,688168676574,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,Mac Pro,Sub $100,,,,,lb,
mac-mini-memory-for-fall-2012-8gbx2,Mac Mini Memory for Models 6.1 and 6.2 (8GBx2),"<p><span>Mac memory upgrade for Apple's Late 2012 Mac Mini 6,1 and 6,2.  Contains two (2) 8GB DRAM memory modules that are specifically designed and SPD configured for the Mac Mini Intel Models 6,1 and 6,2 released in Late 2012.</span></p>
<p><span><b>Specifications: </b>16GB (8GBx2), DDR3-1600, 1600Mhz, Non-ECC, Unbuffered, 1.35V, 204pin SO-DIMM.</span></p>
<p><span>This module is compatible with the latest <a href=""https://ramjet.myshopify.com/pages/firmware-updates""><span>Apple Firmware.</span></a></span></p>
<p> </p>
<!-- split -->
<p>View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A3-15, maxupgrade, rebate, topseller, zdataspeed-DDR3-1600MHz, zdimmconfig-8GBx2, zkitsize-16GB, ztitle-PAIRED MODULE KITS (2x SO-DIMMs), ztitleheader",true,Title,Default,,,,,MM8Hx2,23,,-300,continue,manual,129.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1600x4.jpeg?v=1456248585,,false,688168675942,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,mac mini ram,100-150,,,,,lb,
mac-mini-memory-for-fall-2012-8gb,Mac Mini Memory for Models 6.1 and 6.2 (8GB),"<p><b>Specifications:</b></p>
<p>8GB, DDR3-1600, 1600Mhz, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 8GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Fall 2012 Model.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A3-15, rebate, zdataspeed-DDR3-1600MHz, zdimmconfig-8GB, zkitsize-8GB, ztitle-SINGLE MODULE KITS (1x SO-DIMM)",true,Title,Default,,,,,MM8H,14,,-10,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1600x3.jpeg?v=1456248582,,false,688168676055,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-fall-2012-4gbx2,Mac Mini Memory for Models 6.1 and 6.2 (4GBx2),"<p><b>Specifications:</b></p>
<p>8GB, DDR3-1600, 1600Mhz, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains two (2) 4GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Fall 2012 Model.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A3-14, rebate, topseller, zdataspeed-DDR3-1600MHz, zdimmconfig-4GBx2, zkitsize-8GB",true,Title,Default,,,,,MM4Hx2,23,,-53,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1600x2.jpeg?v=1456248577,,false,688168675935,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-fall-2012-4gb,Mac Mini Memory for Models 6.1 and 6.2 (4GB),"<p><b>Specifications:</b></p>
<p>4GB, DDR3-1600, 1600Mhz, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 4GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Fall 2012 Model.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A3-14, rebate, zdataspeed-DDR3-1600MHz, zdimmconfig-4GB, zkitsize-4GB",true,Title,Default,,,,,MM4H,14,,-4,continue,manual,37.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1600x1.jpeg?v=1456248573,,false,688168676048,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-5-1-8gbx2,Mac Mini Memory for Models 5.1 to 5.3 (8GBx2),"<p>Mac memory upgrade for Apple's Mac Mini 5,1 5,2 and 5,3.  Contains two (2) 8GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 5,1 and newer.</p>
<p><b>Specifications: </b>16GB (8GBx2), DDR3-1333, 1333Mhz, PC3-10600, CAS Latency 9, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-9, maxupgrade, rebate, topseller, zdataspeed-DDR3-1333MHz, zdimmconfig-8GBx2, zkitsize-16GB, ztitle-PAIRED MODULE KITS (2x SO-DIMMs), ztitleheader",true,Title,Default,,,,,MM8Jx2,23,,-177,continue,manual,139.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1333x5.jpeg?v=1456248569,,false,688168675928,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,false,mac mini ram,100-150,,,,,lb,
mac-mini-memory-for-models-5-1-8gb,Mac Mini Memory for Models 5.1 to 5.3 (8GB),"<p><b>Specifications:</b></p>
<p>8GB, DDR3-1333, 1333Mhz, PC3-10600, CAS Latency 9, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 8GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Intel Models 5.1 and newer</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><br> View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-9, rebate, zdataspeed-DDR3-1333MHz, zdimmconfig-8GB, zkitsize-8GB, ztitle-SINGLE MODULE KITS (1x SO-DIMM)",true,Title,Default,,,,,MM8J,14,,-13,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1333x4.jpeg?v=1456248562,,false,688168676031,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-5-1-4gbx2,Mac Mini Memory for Models 5.1 to 5.3 (4GBx2),"<p><b>Specifications:</b></p>
<p>8GB, DDR3-1333, 1333Mhz, PC3-10600, CAS Latency 9, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains two (2) 4GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 5.1 and newer</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><br> View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-8, rebate, topseller, zdataspeed-DDR3-1333MHz, zdimmconfig-4GBx2, zkitsize-8GB",true,Title,Default,,,,,MM4Jx2,23,,-160,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1333x3.jpeg?v=1456248559,,false,688168675911,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-5-1-4gb,Mac Mini Memory for Models 5.1 to 5.3 (4GB),"<p><b>Specifications:</b></p>
<p>4GB, DDR3-1333, 1333Mhz, PC3-10600, CAS Latency 9, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 4GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Intel Models 5.1 and newer</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><br> View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-8, rebate, zdataspeed-DDR3-1333MHz, zdimmconfig-4GB, zkitsize-4GB",true,Title,Default,,,,,MM4J,14,,-4,continue,manual,37.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1333x1.jpeg?v=1456248554,,false,688168676024,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-5-1-2gbx2,Mac Mini Memory for Models 5.1 to 5.3 (2GBx2),"<p><b>Specifications:</b></p>
<p>4GB, DDR3-1333, 1333Mhz, PC3-10600, CAS Latency 9, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMMs.</p>
<p>Contains two (2) 2GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 5.1 and newer</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><br> View the installation video below: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/mac_mini_mid2011_ug.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A2-7, rebate, zdataspeed-DDR3-1333MHz, zdimmconfig-2GBx2, zkitsize-4GB",true,Title,Default,,,,,MM2Jx2,23,,-14,continue,manual,39.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1333x2.jpeg?v=1456248549,,false,688168675904,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-3-1-and-4-1-4gbx2,Mac Mini Memory for Models 3.1 and 4.1 (4GBx2),"<p><b>Specifications:</b></p>
<p>DDR3-1066, 1066Mhz, PC3-8500, CAS Latency 7, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains two (2) 4GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 3,1 and 4,1.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>For the Mac mini 3,1 (Early and Late 2009), <a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">click here for a guide on how to install.</a> <br> For the Mac mini 4,1 (Mid 2010), view the video: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/Mac_mini_Mid2010_User_Guide.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A1-10, maxupgradeb, rebate, topseller, topsellerb, zdataspeed-DDR3-1066MHz, zdimmconfig-4GBx2, zkitsize-8GB, ztitleb-PAIRED MODULE KITS (2x SO-DIMMs), ztitleheaderb",true,Title,Default,,,,,MM4Fx2,23,,-236,continue,manual,69.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1066x5.jpeg?v=1456248545,,false,688168675898,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-3-1-and-4-1-4gb,Mac Mini Memory for Models 3.1 and 4.1 (4GB),"<p><b>Specifications:</b></p>
<p>DDR3-1066, 1066Mhz, PC3-8500, CAS Latency 7, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 4GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 3,1 and 4,1.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>For the Mac mini 3,1 (Early and Late 2009), <a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">click here for a guide on how to install memory.</a> <br> For the Mac mini 4,1 (Mid 2010), view the video: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/Mac_mini_Mid2010_User_Guide.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A1-10, rebate, zdataspeed-DDR3-1066MHz, zdimmconfig-4GB, zkitsize-4GB, ztitleb-SINGLE MODULES (1x SO-DIMMs)",true,Title,Default,,,,,MM4F,14,,-12,continue,manual,37.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1066x4.jpeg?v=1456248542,,false,688168676017,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-3-1-and-4-1-2gbx2,Mac Mini Memory for Models 3.1 and 4.1 (2GBx2),"<p><b>Specifications:</b></p>
<p>DDR3-1066, 1066Mhz, PC3-8500, CAS Latency 7, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains two (2) 2GB DRAM memory modules and is specifically designed and SPD configured for the Mac Mini Intel Models 3,1 and 4,1.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>For the Mac mini 3,1 (Early and Late 2009), <a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">click here for a guide on how to install memory.</a> <br> For the Mac mini 4,1 (Mid 2010), view the video: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/Mac_mini_Mid2010_User_Guide.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A1-9, rebate, topsellerb, zdataspeed-DDR3-1066MHz, zdimmconfig-2GBx2, zkitsize-4GB",true,Title,Default,,,,,MM2Fx2,23,,-42,continue,manual,39.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1066x3.jpeg?v=1456248538,,false,688168675881,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-3-1-and-4-1-2gb,Mac Mini Memory for Models 3.1 and 4.1 (2GB),"<p><b>Specifications:</b></p>
<p>DDR3-1066, 1066Mhz, PC3-8500, CAS Latency 7, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 2GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Intel Models 3,1 and 4,1.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>For the Mac mini 3,1 (Early and Late 2009), <a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">click here for a guide on how to install memory.</a> <br> For the Mac mini 4,1 (Mid 2010), view the video: <br> <iframe src=""//www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br> or <a href=""http://manuals.info.apple.com/en_US/Mac_mini_Mid2010_User_Guide.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"bin-A1-9, rebate, zdataspeed-DDR3-1066MHz, zdimmconfig-2GB, zkitsize-2GB",true,Title,Default,,,,,MM2F,14,,-4,continue,manual,24.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini1066x2.jpeg?v=1456248534,,false,688168676000,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-3-1-and-4-1-1gb,Mac Mini Memory for Models 3.1 and 4.1 (1GB),"<p><b>Specifications:</b></p>
<p>DDR3-1066, 1066Mhz, PC3-8500, CAS Latency 7, Non-ECC, Unbuffered, 1.5V, 204pin SO-DIMM.</p>
<p>Contains one (1) 1GB DRAM memory module and is specifically designed and SPD configured for the Mac Mini Intel Models 3,1 and 4,1.</p>
<p>This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p>For the Mac mini 3,1 (Early and Late 2009), <a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">click here for a guide on how to install memory into your Mac Mini.</a> <br /> For the Mac mini 4,1 (Mid 2010), view the video: <br /> <iframe src=""http://www.youtube.com/embed/xXQFxLLsJ_M"" height=""225"" width=""400""></iframe> <br /> or <a href=""http://manuals.info.apple.com/en_US/Mac_mini_Mid2010_User_Guide.pdf"">click here for Apple's installation guide (PDF.)</a></p>",Ramjet,DIMM,"rebate, zdataspeed-DDR3-1066MHz, zdimmconfig-1GB, zkitsize-1GB",true,Title,Default,,,,,MM1F,12,,0,continue,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/mini1066x1.jpeg?v=1456248530,,false,688168675997,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-1-1-and-2-1-1gb,Mac Mini Memory for Models 1.1 and 2.1 (512MBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of PC2-5300, DDR2-667, 667Mhz, Latency 5-5-5, Non-ECC, Unbuffered, 1.8V, 200pin SO-DIMM.</p>
<p>Contains two (2) 512MB DRAM memory modules, and is specifically designed and SPD configured for the Mac Mini Intel system, Models 1.1 and 2.1.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">Click here for a guide on how to install memory into your Mac Mini.</a></p>",Ramjet,DIMM,"rebate, zdataspeed-DDR2-667MHz, zdimmconfig-512MBx2, zkitsize-1GB",true,Title,Default,,,,,MM512Dx2,24,,-1,continue,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0197/5874/products/mini667x4.jpeg?v=1456248524,,false,688168676062,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-1-1-and-2-1-4gb,Mac Mini Memory for Models 1.1 and 2.1 (2GBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of PC2-5300, DDR2-667, 667Mhz, Latency 5-5-5, Non-ECC, Unbuffered, 1.8V, 200pin SO-DIMM.</p>
<p>Contains two (2) 2GB DRAM memory modules, and is specifically designed and SPD configured for the Mac Mini Intel system, Models 1.1 and 2.1.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">Click here for a guide on how to install memory into your Mac Mini.</a></p>",Ramjet,DIMM,"bin-A1-6, maxupgrade, rebate, topseller, zdataspeed-DDR2-667MHz, zdimmconfig-2GBx2, zkitsize-4GB, ztitle-PAIRED MODULE KITS (2x SO-DIMMs), ztitleheader",true,Title,Default,,,,,MM2Dx2,23,,-48,continue,manual,49.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini667x3.jpeg?v=1456248520,,false,688168676086,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
mac-mini-memory-for-models-1-1-and-2-1-2gb,Mac Mini Memory for Models 1.1 and 2.1 (1GBx2),"<p><b>Specifications:</b></p>
<p>Matched pair of PC2-5300, DDR2-667, 667Mhz, Latency 5-5-5, Non-ECC, Unbuffered, 1.8V, 200pin SO-DIMM.</p>
<p>Contains two (2) 1GB DRAM memory modules, and is specifically designed and SPD configured for the Mac Mini Intel system, Models 1.1 and 2.1.</p>
<p>These modules are compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<p><a href=""http://www.applefritter.com/Mac_Mini_Take_Apart_Guide"">Click here for a guide on how to install memory into your Mac Mini.</a></p>",Ramjet,DIMM,"bin-A1-5, maxupgradeb, rebate, topseller, topsellerb, zdataspeed-DDR2-667MHz, zdimmconfig-1GBx2, zkitsize-2GB, ztitleb-PAIRED MODULE KITS (2x SO-DIMMs), ztitleheaderb",true,Title,Default,,,,,MM1Dx2,23,shopify,2,continue,manual,29.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/mini667x2.jpeg?v=1456248517,,false,688168676079,,,electronics > electronics accessories > memory > ram,,,,,,,mac mini ram,,,,,,lb,
